    Subject           Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y
119           -0.8794376748                 -0.92960001
120           -0.9698322412                 -0.98111982
121           -0.4095160812                 -0.49959720
122           -0.4753698868                 -0.62891575
123           -0.4063922844                 -0.49080495
124           -0.9778397024                 -0.99001427
125           -0.9567230224                 -0.97612676
126           -0.9623490129                 -0.98299332
127           -0.4383787228                 -0.55394612
128           -0.3699020000                 -0.66799600
129           -0.3384173264                 -0.58351052
130           -0.9519527673                 -0.97777545
131           -0.9320652708                 -0.96837780
132           -0.9460558410                 -0.97663898
133            0.1850782074                  0.14661857
134           -0.3803882922                 -0.51871565
135            0.1508257348                  0.07467546
136           -0.9522932772                 -0.98070721
137           -0.9445838297                 -0.97259881
138           -0.9662393479                 -0.98184685
139           -0.5345091638                 -0.57159439
140           -0.5646649947                 -0.64611467
141           -0.3742986867                 -0.47444993
142           -0.9779737207                 -0.99085475
143           -0.9639223142                 -0.98111924
144           -0.9640013835                 -0.97859674
145           -0.5627332527                 -0.77030090
146           -0.5671534698                 -0.82240391
147           -0.4857635821                 -0.68703428
    tBodyAcc-std()-X tBodyAcc-std()-Y tBodyAcc-std()-Z
1       -0.283740259      0.114461337      -0.26002790
2       -0.354708025     -0.002320265      -0.01947924
3        0.030035338     -0.031935943      -0.23043421
4       -0.977229008     -0.922618642      -0.93958629
5       -0.995769157     -0.972999277      -0.98104990
6       -0.928056469     -0.836827406      -0.82606140
7       -0.423642838     -0.078091253      -0.42525752
8       -0.304376406      0.108027280      -0.11212102
9        0.046366681      0.262881789      -0.10283791
10      -0.986822280     -0.950704499      -0.95982817
11      -0.988193925     -0.958007144      -0.95506371
12      -0.974059465     -0.980277399      -0.98423330
13      -0.360356726     -0.069914065      -0.38741199
14      -0.313123438      0.011628081      -0.36975460
15      -0.057410048     -0.033150372      -0.36224025
16      -0.971010121     -0.856617812      -0.87511018
17      -0.966742543     -0.893449307      -0.91141902
18      -0.982776639     -0.962057545      -0.96369103
19      -0.440829971     -0.078826737      -0.58625281
20      -0.204933043     -0.066689911      -0.37213778
21       0.011193550     -0.218598325      -0.47918598
22      -0.980309931     -0.890223981      -0.93220301
23      -0.976920580     -0.861597379      -0.89688054
24      -0.954193739     -0.941714042      -0.96266731
25      -0.294098534      0.076748403      -0.45702144
26      -0.045723778      0.185022459      -0.30893898
27       0.275046110      0.090763076      -0.32589144
28      -0.980945022     -0.904335121      -0.92609474
29      -0.968591816     -0.869439913      -0.86932732
30      -0.965934510     -0.969295613      -0.96856252
31      -0.296538717      0.164213885      -0.50432421
32      -0.050135019      0.189276117      -0.35351951
33       0.383681640      0.360164959      -0.32020423
34      -0.980164934     -0.923682131      -0.92579710
35      -0.981758160     -0.921493192      -0.92569237
36      -0.934049422     -0.924644826      -0.92521610
37      -0.327243241     -0.077261856       0.15963128
38      -0.294872974     -0.326160023      -0.14566503
39       0.066081560     -0.138179073      -0.06364024
40      -0.972668375     -0.909454699      -0.85653294
41      -0.979307570     -0.923400922      -0.91706417
42      -0.936513610     -0.926262669      -0.95297837
43      -0.173605736      0.380782053      -0.14208853
44      -0.171712175      0.348768733       0.12118728
45       0.024139347      0.343826273       0.13371704
46      -0.979026152     -0.927331997      -0.93955303
47      -0.988815418     -0.938479429      -0.92606526
48      -0.943041215     -0.934891160      -0.93249145
49      -0.238353563     -0.201696961      -0.05796365
50      -0.361444378     -0.302206204      -0.25343408
51       0.213392271     -0.208310706      -0.00771530
52      -0.957227791     -0.875141405      -0.83200187
53      -0.975741252     -0.938635759      -0.91929581
54      -0.942333090     -0.916292776      -0.94070729
55      -0.178709734     -0.022743165      -0.39564507
56      -0.161591924     -0.005552877      -0.07387449
57       0.295733548      0.004079154      -0.18355756
58      -0.982901826     -0.917979530      -0.96782698
59      -0.978403482     -0.919561843      -0.94127144
60      -0.968283685     -0.946454302      -0.95947149
61      -0.422842072     -0.052212075      -0.53062631
62      -0.238802959     -0.103167502      -0.20336940
63       0.142456557      0.070812273      -0.32402694
64      -0.982796562     -0.921402118      -0.96837018
65      -0.994978879     -0.964173332      -0.98638271
66      -0.984777330     -0.972196874      -0.97131118
67      -0.128898533     -0.122783290      -0.41060606
68      -0.290149192     -0.103818260      -0.43669743
69       0.042408492      0.110835344      -0.42501741
70      -0.982568782     -0.928581240      -0.93966189
71      -0.981243992     -0.923140254      -0.92068480
72      -0.955318680     -0.949072009      -0.94833384
73      -0.346980394      0.141866689      -0.22050354
74      -0.296284597      0.104470774      -0.21721057
75      -0.068156363     -0.032125247      -0.15833315
76      -0.989546275     -0.938967742      -0.93864122
77      -0.991020759     -0.949422439      -0.96753803
78      -0.968891989     -0.950947950      -0.95039300
79      -0.402639098     -0.053612669       0.05188410
80      -0.309396718      0.307195533       0.60901788
81       0.017831340      0.378870492       0.45157608
82      -0.976302248     -0.914935704      -0.92277484
83      -0.973268905     -0.928525725      -0.92227631
84      -0.917501887     -0.909697041      -0.90033192
85      -0.327961801      0.138912924      -0.51893263
86      -0.026097184     -0.004065360      -0.37971749
87       0.406471051      0.186532377      -0.28198218
88      -0.987084356     -0.922407163      -0.94933803
89      -0.988949247     -0.931900148      -0.95167026
90      -0.972255552     -0.962759422      -0.92958684
91      -0.404692524     -0.314569762      -0.15979979
92      -0.397083832     -0.163732745      -0.12928383
93       0.207251998     -0.146993838       0.01143539
94      -0.986825605     -0.951607872      -0.93967225
95      -0.989076812     -0.960298268      -0.95346896
96      -0.973691429     -0.943061150      -0.96549028
97      -0.319500173     -0.017579789      -0.26582449
98      -0.062952754     -0.013172101      -0.23022095
99       0.187719760     -0.060789204      -0.23106416
100     -0.994443905     -0.961858630      -0.96572920
101     -0.991163920     -0.968176664      -0.97046268
102     -0.972960567     -0.944792875      -0.95347670
103     -0.376005521     -0.227005875      -0.42834806
104     -0.380168287     -0.211155120      -0.31437339
105     -0.302634565     -0.254214046      -0.41861013
106     -0.994347989     -0.974928131      -0.97757272
107     -0.992019763     -0.954223436      -0.96187391
108     -0.984527649     -0.986160921      -0.98765866
109     -0.048904941      0.181801561      -0.13947794
110     -0.128742095      0.176349923      -0.19046855
111      0.626917071      0.514816446       0.04932245
112     -0.976357663     -0.950388944      -0.95192962
113     -0.989910997     -0.944430271      -0.95259965
114     -0.965019580     -0.973449969      -0.98467284
115     -0.208342792      0.489771809      -0.22873422
116     -0.116088676      0.152196328      -0.22924946
117      0.074509879      0.616937015      -0.16093854
118     -0.983081859     -0.936122705      -0.92910640
119     -0.967209961     -0.875410411      -0.91314248
120     -0.962249115     -0.964098180      -0.97257200
121     -0.297814844      0.054088051      -0.16868873
122     -0.240808282      0.109787469      -0.21970793
123      0.224343492      0.301336400      -0.07178936
124     -0.991777287     -0.966877561      -0.95956786
125     -0.981419961     -0.943601625      -0.94612341
126     -0.955019866     -0.956959422      -0.94565379
127     -0.008659219      0.100384246      -0.21335197
128      0.083573864      0.250067524      -0.10961322
129      0.348618168      0.239812251      -0.32572272
130     -0.978466824     -0.928059134      -0.91756485
131     -0.985000527     -0.922693288      -0.94220166
132     -0.947735252     -0.913276302      -0.94294581
133     -0.313521773     -0.119020587       0.16422069
134     -0.243887819      0.044843579       0.10080119
135      0.044139284      0.108259034       0.22989874
136     -0.987607637     -0.934933559      -0.90558439
137     -0.985421520     -0.958444492      -0.92940975
138     -0.956756363     -0.976309827      -0.97322350
139     -0.470762366     -0.154127498      -0.28884002
140     -0.344399351     -0.116804489      -0.25560101
141     -0.082732481     -0.102607327      -0.20556638
142     -0.990593767     -0.956255962      -0.95705611
143     -0.987255871     -0.936871974      -0.93028353
144     -0.967984021     -0.983126462      -0.97356696
145     -0.596007444     -0.161852412      -0.43713340
146     -0.459775646     -0.223086809      -0.29652398
147     -0.253756934     -0.140540604      -0.45797238
    tGravityAcc-std()-X tGravityAcc-std()-Y tGravityAcc-std()-Z
1            -0.9766096          -0.9713060          -0.9477172
2            -0.9563670          -0.9528492          -0.9123794
3            -0.9505598          -0.9370187          -0.8959397
4            -0.9684571          -0.9355171          -0.9490409
5            -0.9939267          -0.9812167          -0.9782221
6            -0.8968300          -0.9077200          -0.8523663
7            -0.9726932          -0.9721169          -0.9720728
8            -0.9344077          -0.9237675          -0.8780041
9            -0.9403618          -0.9400685          -0.9314383
10           -0.9799888          -0.9567503          -0.9544159
11           -0.9878416          -0.9748959          -0.9531278
12           -0.9590144          -0.9882119          -0.9842304
13           -0.9777716          -0.9623556          -0.9520918
14           -0.9440408          -0.9098260          -0.9094697
15           -0.9500611          -0.9460946          -0.8999439
16           -0.9573245          -0.9039230          -0.8977363
17           -0.9820204          -0.9574253          -0.9281616
18           -0.9825122          -0.9812027          -0.9648075
19           -0.9838265          -0.9679632          -0.9629681
20           -0.9584952          -0.9233760          -0.9196195
21           -0.9552589          -0.9320660          -0.9377538
22           -0.9814053          -0.9327271          -0.9509493
23           -0.9729084          -0.9176135          -0.8994048
24           -0.9212000          -0.9698166          -0.9761766
25           -0.9793484          -0.9615855          -0.9645808
26           -0.9535800          -0.9005117          -0.9214196
27           -0.9504909          -0.9123634          -0.9271927
28           -0.9831375          -0.9399430          -0.9450090
29           -0.9740882          -0.9319739          -0.9146085
30           -0.9456953          -0.9859641          -0.9770766
31           -0.9777799          -0.9642486          -0.9572050
32           -0.9593994          -0.9129007          -0.9061964
33           -0.9544063          -0.9335776          -0.9343788
34           -0.9888724          -0.9608760          -0.9554758
35           -0.9855831          -0.9684491          -0.9427951
36           -0.8877463          -0.9591620          -0.9281307
37           -0.9798513          -0.9694042          -0.9521598
38           -0.9328231          -0.9397743          -0.8816759
39           -0.9648760          -0.9526787          -0.9287565
40           -0.9570824          -0.9454363          -0.8686025
41           -0.9879175          -0.9661630          -0.9391610
42           -0.9142213          -0.9555435          -0.9619090
43           -0.9747521          -0.9567815          -0.9566401
44           -0.9266733          -0.9310321          -0.8761689
45           -0.9457666          -0.9415809          -0.8971900
46           -0.9667580          -0.9374623          -0.9354753
47           -0.9876902          -0.9589041          -0.9182939
48           -0.9188732          -0.9579900          -0.9418363
49           -0.9809720          -0.9712424          -0.9555240
50           -0.9543836          -0.9013173          -0.8940711
51           -0.9521412          -0.9363066          -0.8766413
52           -0.9552804          -0.9464520          -0.8858541
53           -0.9891032          -0.9725739          -0.9322453
54           -0.9218211          -0.9699945          -0.9712047
55           -0.9744352          -0.9711147          -0.9578627
56           -0.9592161          -0.9370394          -0.8647458
57           -0.9392676          -0.9370038          -0.9020852
58           -0.9731284          -0.9356900          -0.9668985
59           -0.9912595          -0.9754107          -0.9595797
60           -0.9545319          -0.9667012          -0.9630456
61           -0.9811010          -0.9662406          -0.9608527
62           -0.9534631          -0.9243608          -0.9069332
63           -0.9544975          -0.9263105          -0.9258149
64           -0.9880693          -0.9497926          -0.9716616
65           -0.9945294          -0.9810478          -0.9894333
66           -0.9795656          -0.9907656          -0.9841926
67           -0.9791131          -0.9646192          -0.9502762
68           -0.9602463          -0.9413784          -0.9380712
69           -0.9595040          -0.9432984          -0.9353993
70           -0.9852036          -0.9636420          -0.9562086
71           -0.9853142          -0.9704826          -0.9395341
72           -0.9364583          -0.9743965          -0.9596440
73           -0.9725449          -0.9608998          -0.9486376
74           -0.9464415          -0.9220550          -0.9102711
75           -0.9526431          -0.9285444          -0.8939630
76           -0.9813791          -0.9513531          -0.9309796
77           -0.9922324          -0.9746812          -0.9768272
78           -0.9578752          -0.9759481          -0.9598929
79           -0.9748169          -0.9544559          -0.9475170
80           -0.9285236          -0.9072314          -0.8754508
81           -0.9190988          -0.9207259          -0.8795653
82           -0.9762804          -0.9503227          -0.9384157
83           -0.9720054          -0.9657810          -0.9407577
84           -0.8621369          -0.9487749          -0.9013039
85           -0.9783973          -0.9710565          -0.9580588
86           -0.9525624          -0.9276488          -0.9216185
87           -0.9428065          -0.9256859          -0.9340083
88           -0.9826209          -0.9435614          -0.9529737
89           -0.9884321          -0.9656880          -0.9588102
90           -0.9615097          -0.9860362          -0.9507104
91           -0.9824696          -0.9737848          -0.9613873
92           -0.9484136          -0.9336575          -0.9076496
93           -0.9577851          -0.9554878          -0.9105889
94           -0.9801582          -0.9680232          -0.9458136
95           -0.9853597          -0.9805524          -0.9595628
96           -0.9637620          -0.9660871          -0.9678860
97           -0.9809834          -0.9686132          -0.9569032
98           -0.9494604          -0.9159735          -0.9301598
99           -0.9500262          -0.9465767          -0.9010978
100          -0.9901966          -0.9667201          -0.9566106
101          -0.9857514          -0.9758105          -0.9691718
102          -0.9610632          -0.9614667          -0.9571646
103          -0.9830109          -0.9753117          -0.9724838
104          -0.9617388          -0.9420569          -0.9078397
105          -0.9604049          -0.9329622          -0.9216617
106          -0.9940438          -0.9840355          -0.9783402
107          -0.9942701          -0.9813359          -0.9760443
108          -0.9827160          -0.9940935          -0.9909572
109          -0.9698615          -0.9586512          -0.9291879
110          -0.9164960          -0.9010449          -0.8369357
111          -0.8997261          -0.9178809          -0.8993631
112          -0.9693550          -0.9699698          -0.9603950
113          -0.9924115          -0.9714266          -0.9588620
114          -0.9589596          -0.9869931          -0.9888190
115          -0.9703273          -0.9620034          -0.9538504
116          -0.9314050          -0.9245944          -0.9040641
117          -0.9404581          -0.9085772          -0.9196935
118          -0.9858290          -0.9669835          -0.9358550
119          -0.9819169          -0.9574627          -0.9424373
120          -0.9286742          -0.9760185          -0.9765186
121          -0.9695764          -0.9641445          -0.9749394
122          -0.9409116          -0.9415236          -0.9327163
123          -0.9401948          -0.9401118          -0.9163246
124          -0.9929364          -0.9793554          -0.9654265
125          -0.9829067          -0.9776814          -0.9585900
126          -0.9459053          -0.9837329          -0.9524163
127          -0.9696434          -0.9636393          -0.9551478
128          -0.9406338          -0.9416202          -0.9131536
129          -0.9412423          -0.9458244          -0.9065940
130          -0.9720100          -0.9542250          -0.9279506
131          -0.9928273          -0.9710807          -0.9588902
132          -0.9287812          -0.9588269          -0.9524354
133          -0.9772309          -0.9665507          -0.9329813
134          -0.9333445          -0.9104746          -0.9020659
135          -0.9507908          -0.9390125          -0.9058883
136          -0.9845367          -0.9609174          -0.9239536
137          -0.9846104          -0.9848186          -0.9471997
138          -0.9479488          -0.9827946          -0.9767805
139          -0.9831324          -0.9625788          -0.9628230
140          -0.9621906          -0.9166908          -0.9349529
141          -0.9618453          -0.9414790          -0.9422077
142          -0.9896601          -0.9716925          -0.9634068
143          -0.9921976          -0.9681554          -0.9461849
144          -0.9604122          -0.9934544          -0.9792397
145          -0.9794993          -0.9650934          -0.9449957
146          -0.9508785          -0.9317583          -0.8827224
147          -0.9644701          -0.9378160          -0.9261917
    tBodyAccJerk-std()-X tBodyAccJerk-std()-Y tBodyAccJerk-std()-Z
1           -0.113615602          0.067002501          -0.50269979
2           -0.446843888         -0.378274426          -0.70659353
3           -0.012283861         -0.101601391          -0.34573503
4           -0.986430711         -0.981371965          -0.98791080
5           -0.994625417         -0.985596593          -0.99222572
6           -0.958482112         -0.924149274          -0.95485511
7           -0.277530463         -0.016602236          -0.58609042
8           -0.276121886         -0.185648954          -0.57374635
9            0.147249143          0.126828015          -0.34012202
10          -0.988055854         -0.977983955          -0.98751821
11          -0.982489545         -0.971682893          -0.98372646
12          -0.985872169         -0.983172541          -0.98844201
13          -0.268679644         -0.044961959          -0.52948612
14          -0.458364617         -0.251680365          -0.70855171
15          -0.085801004         -0.111439195          -0.57173524
16          -0.974467390         -0.953631391          -0.97466157
17          -0.957086489         -0.941686786          -0.97305963
18          -0.980879315         -0.968710725          -0.98209316
19          -0.297042613         -0.221165132          -0.75139138
20          -0.380488027         -0.281543175          -0.72649531
21          -0.145759709         -0.146242295          -0.62664699
22          -0.976742196         -0.944596106          -0.97903877
23          -0.972586542         -0.938354678          -0.97305420
24          -0.978302781         -0.942209488          -0.97851198
25          -0.302891025         -0.091039743          -0.61289532
26          -0.223896564         -0.125026613          -0.63836903
27           0.032241550          0.047361231          -0.52265164
28          -0.975204850         -0.952786261          -0.97343653
29          -0.962647080         -0.931217141          -0.96383212
30          -0.983307862         -0.964560431          -0.98541937
31          -0.132784767          0.008088974          -0.57577747
32          -0.180301156         -0.041399465          -0.56083069
33           0.165271071          0.276544030          -0.33681732
34          -0.969929476         -0.945143686          -0.95857295
35          -0.973132636         -0.949362277          -0.96754724
36          -0.966341055         -0.933674494          -0.95964606
37          -0.346026226         -0.054744895          -0.14948851
38          -0.415153116         -0.519897596          -0.60780844
39           0.028503393         -0.296279675          -0.34710776
40          -0.982158098         -0.969458676          -0.97225647
41          -0.976403545         -0.965810610          -0.97206005
42          -0.980977756         -0.973093160          -0.97298306
43          -0.258688628          0.233987544          -0.38320060
44          -0.186618895         -0.012350110          -0.44751818
45           0.250143725          0.288140719          -0.01351363
46          -0.985188754         -0.980784606          -0.98528581
47          -0.989198880         -0.976442141          -0.98261090
48          -0.973253042         -0.976520952          -0.96608757
49          -0.206733788         -0.276929934          -0.40976453
50          -0.335291645         -0.586147012          -0.64729600
51           0.017623342         -0.309442473          -0.35951336
52          -0.964535856         -0.956777545          -0.96188944
53          -0.969973399         -0.963849333          -0.97058426
54          -0.964740470         -0.963996680          -0.95856246
55          -0.052199101          0.075080495          -0.51166291
56          -0.187220176         -0.177803083          -0.60752048
57           0.223275806         -0.105020356          -0.31818842
58          -0.988946414         -0.980756790          -0.98825580
59          -0.964311490         -0.941328663          -0.97643060
60          -0.978007467         -0.966930793          -0.97625666
61          -0.428516344         -0.181419230          -0.72065473
62          -0.452961684         -0.428119230          -0.78535917
63          -0.083421265         -0.126816662          -0.57971048
64          -0.980335164         -0.966766643          -0.98344161
65          -0.992527404         -0.979428280          -0.99013299
66          -0.985259109         -0.972777455          -0.98211178
67          -0.013506611         -0.089404969          -0.51227684
68          -0.359856972         -0.311328991          -0.71933635
69           0.006319144          0.062921667          -0.49865579
70          -0.976494201         -0.964047462          -0.97911347
71          -0.972440195         -0.953203115          -0.97555698
72          -0.969276283         -0.962639527          -0.97062931
73          -0.220910068          0.056548877          -0.37463317
74          -0.487325540         -0.323333932          -0.66092126
75          -0.074090805         -0.149027774          -0.31704661
76          -0.992827264         -0.984267558          -0.98761209
77          -0.987636104         -0.977704172          -0.98692624
78          -0.985419950         -0.980152343          -0.98307066
79          -0.454497020         -0.344339569          -0.47279109
80          -0.368780419         -0.336427181          -0.32786881
81           0.012959755          0.192791766          -0.13363406
82          -0.980890655         -0.967828356          -0.97613338
83          -0.978248526         -0.966362426          -0.97076673
84          -0.971473557         -0.968127617          -0.97243186
85          -0.373217585         -0.031926547          -0.68626842
86          -0.186944665         -0.311861357          -0.74880945
87           0.134593836          0.015805921          -0.40400558
88          -0.988162334         -0.978126999          -0.98701102
89          -0.985459068         -0.967720400          -0.98530194
90          -0.981739387         -0.970921588          -0.97840296
91          -0.396223738         -0.425563859          -0.44025822
92          -0.521089140         -0.425625937          -0.59341113
93          -0.101186927         -0.261684752          -0.30338158
94          -0.990861135         -0.981800971          -0.98348721
95          -0.991026497         -0.982621955          -0.98807383
96          -0.988416724         -0.984867287          -0.98764413
97          -0.355492635         -0.093538503          -0.53430331
98          -0.292665827         -0.349791873          -0.65743084
99          -0.103436471         -0.304063534          -0.53633157
100         -0.994340603         -0.988637002          -0.99052926
101         -0.992094006         -0.986661260          -0.99121703
102         -0.981489017         -0.976960543          -0.98281300
103         -0.368056914         -0.320158763          -0.63332586
104         -0.563202135         -0.567940639          -0.76082991
105         -0.387223932         -0.447033873          -0.65124666
106         -0.991624662         -0.984002717          -0.99015312
107         -0.989436674         -0.975277837          -0.98845525
108         -0.985921071         -0.985554339          -0.99066025
109          0.110306729          0.080927119          -0.17939050
110         -0.174279056         -0.012886548          -0.44428223
111          0.544273037          0.355306717          -0.02001111
112         -0.987043285         -0.979267729          -0.98670474
113         -0.984792035         -0.970543277          -0.98614249
114         -0.983605223         -0.974524523          -0.98826018
115         -0.090645042          0.244310894          -0.38766458
116         -0.185695388         -0.260789712          -0.51364121
117         -0.135699627          0.289670967          -0.38150341
118         -0.982078229         -0.970896863          -0.97652249
119         -0.959528332         -0.935605651          -0.95893631
120         -0.984270728         -0.977002607          -0.98498922
121         -0.114888874         -0.034714386          -0.42514260
122         -0.424052015         -0.203209666          -0.56205235
123          0.002146557         -0.079600976          -0.24606188
124         -0.989439392         -0.979002805          -0.98582362
125         -0.977063350         -0.963921458          -0.97791568
126         -0.984826521         -0.971584753          -0.98397764
127          0.035878709          0.225542290          -0.31315590
128         -0.008539927         -0.057578454          -0.47170330
129          0.086913985          0.019861328          -0.47780665
130         -0.981664149         -0.964782832          -0.97892836
131         -0.975639081         -0.952303494          -0.98147806
132         -0.970355192         -0.955151527          -0.97452701
133         -0.229328122         -0.080501734          -0.02931151
134         -0.365398623         -0.328225031          -0.40809402
135          0.198947062         -0.088330123           0.03101571
136         -0.984561804         -0.978045838          -0.97597899
137         -0.983141959         -0.975219984          -0.97359522
138         -0.986360447         -0.988611617          -0.98466348
139         -0.485863255         -0.302220161          -0.49118947
140         -0.498764672         -0.515220752          -0.52380726
141         -0.337218894         -0.169291888          -0.29023938
142         -0.988564382         -0.979573678          -0.98466295
143         -0.980573837         -0.967745639          -0.97771635
144         -0.986365434         -0.982430495          -0.98308737
145         -0.607620932         -0.382619719          -0.67560140
146         -0.663642746         -0.627131236          -0.81245837
147         -0.501968388         -0.371661522          -0.71149470
    tBodyGyro-std()-X tBodyGyro-std()-Y tBodyGyro-std()-Z
1          -0.4735355      -0.054607769       -0.34426663
2          -0.5448711       0.004105184       -0.50716867
3          -0.4580305      -0.126349195       -0.12470245
4          -0.9772113      -0.966473895       -0.94142592
5          -0.9872281      -0.987948113       -0.98042333
6          -0.8735439      -0.951090440       -0.90828466
7          -0.5615503      -0.538453668       -0.48108554
8          -0.4392531      -0.466298337       -0.16399579
9          -0.3207892      -0.415739145       -0.27941839
10         -0.9857420      -0.978919527       -0.95980371
11         -0.9746950      -0.974371778       -0.96530907
12         -0.9882752      -0.982291609       -0.96030656
13         -0.5718696      -0.563793260       -0.47669641
14         -0.4560393      -0.582742846       -0.49232731
15         -0.2616534      -0.546740388       -0.44230777
16         -0.9654348      -0.944854571       -0.92641371
17         -0.9004622      -0.927788618       -0.91236408
18         -0.9745458      -0.977272654       -0.96350561
19         -0.5009167      -0.665394093       -0.66260823
20         -0.4544310      -0.551185569       -0.36081105
21         -0.3702447      -0.699453537       -0.49848080
22         -0.9701318      -0.958468120       -0.92797223
23         -0.9096880      -0.949227147       -0.90999504
24         -0.9731024      -0.961109292       -0.96207376
25         -0.4908775      -0.504622030       -0.31870062
26         -0.4433423      -0.440345826       -0.26545133
27         -0.4606468      -0.409134149       -0.22786904
28         -0.9662255      -0.950064068       -0.94063794
29         -0.9103952      -0.933738104       -0.90747156
30         -0.9794987      -0.977427371       -0.96058378
31         -0.4460210      -0.331702268       -0.38313933
32         -0.3219737      -0.315799902       -0.18390018
33         -0.1983039      -0.189229570       -0.09407979
34         -0.9573677      -0.944130045       -0.93968135
35         -0.9475613      -0.942486586       -0.94778216
36         -0.9553782      -0.943634949       -0.93914188
37         -0.5033135      -0.231098305       -0.39601354
38         -0.3638532      -0.572996821       -0.34898005
39         -0.4077441      -0.292626136       -0.40105142
40         -0.9418710      -0.944124336       -0.93702121
41         -0.9452477      -0.949646947       -0.95163078
42         -0.9601268      -0.945071935       -0.95529489
43         -0.1992097      -0.211997277       -0.07544478
44         -0.3674284      -0.066698086        0.33752648
45         -0.2584309       0.024313121       -0.12956524
46         -0.9845241      -0.971500697       -0.95962355
47         -0.9729904      -0.969421046       -0.97411832
48         -0.9652040      -0.952039386       -0.96758975
49         -0.4761635      -0.467054168       -0.26568352
50         -0.3439766      -0.400859068       -0.13817648
51         -0.3964292      -0.340765233       -0.27968515
52         -0.9590200      -0.919188226       -0.93017683
53         -0.9219906      -0.946046640       -0.93988974
54         -0.9422465      -0.926618531       -0.96159537
55         -0.4142055      -0.250853319       -0.17452487
56         -0.3085347       0.041172467       -0.32050933
57         -0.3047454      -0.311407525       -0.03530218
58         -0.9888731      -0.984373305       -0.96044596
59         -0.9298951      -0.958861164       -0.95368110
60         -0.9617132      -0.953660208       -0.97194060
61         -0.5963469      -0.499625287       -0.43417820
62         -0.5013316      -0.282044540       -0.69465885
63         -0.3740690      -0.495911720       -0.31895959
64         -0.9881649      -0.982249040       -0.95284431
65         -0.9802425      -0.994210472       -0.98063666
66         -0.9808369      -0.982442644       -0.95989743
67         -0.5462635      -0.449401398       -0.35017029
68         -0.5266593      -0.522949798       -0.34961461
69         -0.3621431      -0.476287743       -0.33780668
70         -0.9744254      -0.960497128       -0.95155253
71         -0.8836553      -0.941469208       -0.95036476
72         -0.9660907      -0.953873894       -0.95015744
73         -0.3760599      -0.290023550       -0.36336995
74         -0.5410667      -0.403572170       -0.21180511
75         -0.4170142      -0.198848161       -0.32277408
76         -0.9858443      -0.979668456       -0.96689641
77         -0.9555774      -0.971721756       -0.97343660
78         -0.9721435      -0.962704620       -0.96735051
79         -0.6003882      -0.014839260       -0.12609080
80         -0.4542833       0.476518714        0.56487582
81         -0.3545516       0.056990222        0.35619860
82         -0.9808300      -0.962048192       -0.95290438
83         -0.9610918      -0.946280621       -0.94658913
84         -0.9572210      -0.932499781       -0.95229697
85         -0.3296246      -0.420865008       -0.48653266
86         -0.4152513      -0.330233235       -0.47736595
87         -0.3186925      -0.373208160       -0.25064809
88         -0.9882041      -0.975321519       -0.96376580
89         -0.9477908      -0.971332584       -0.96816705
90         -0.9571677      -0.961142912       -0.95653705
91         -0.6541718      -0.612593634       -0.36548953
92         -0.5080872      -0.586382894       -0.36502517
93         -0.4541885      -0.528329305       -0.44463633
94         -0.9810374      -0.958336596       -0.96028783
95         -0.9734001      -0.980110277       -0.98235701
96         -0.9770108      -0.970747514       -0.98478148
97         -0.4798135      -0.454932904       -0.38604444
98         -0.4965627      -0.493044125       -0.23440235
99         -0.3704369      -0.459281990       -0.46846298
100        -0.9896383      -0.986128681       -0.97970523
101        -0.9813731      -0.985121165       -0.98553836
102        -0.9758931      -0.971484336       -0.97620077
103        -0.7044398      -0.496431540       -0.51141720
104        -0.5938415      -0.507297003       -0.43392221
105        -0.5024730      -0.617230786       -0.48365826
106        -0.9919570      -0.986753344       -0.98152550
107        -0.9622542      -0.980417134       -0.97282040
108        -0.9928726      -0.984202873       -0.98510839
109        -0.0264358      -0.114406109       -0.10420299
110        -0.4068000      -0.172633224       -0.11011717
111         0.2676572       0.048314774       -0.03140835
112        -0.9846253      -0.959758310       -0.96559498
113        -0.9461097      -0.969576324       -0.96073426
114        -0.9813576      -0.963617706       -0.97319752
115        -0.2329406       0.085832152       -0.16574847
116        -0.4927012      -0.104722161        0.18411933
117        -0.2049396      -0.146794177        0.15972353
118        -0.9763090      -0.960104509       -0.94577180
119        -0.8867492      -0.903913941       -0.90734332
120        -0.9844774      -0.972941910       -0.97240989
121        -0.4322329      -0.397892317       -0.31187560
122        -0.5319094      -0.463136841        0.05171554
123        -0.4421486      -0.353733478       -0.34975949
124        -0.9884105      -0.976380487       -0.97697266
125        -0.9625145      -0.955979193       -0.95932702
126        -0.9754119      -0.952147091       -0.98134543
127        -0.3185379      -0.486322107       -0.15143952
128        -0.3014917      -0.489417909       -0.15775806
129        -0.2373492      -0.550303217       -0.28041795
130        -0.9810992      -0.950173479       -0.94650142
131        -0.9178370      -0.964714673       -0.96058251
132        -0.9566419      -0.961884962       -0.93325187
133        -0.4943226       0.259457229       -0.20963489
134        -0.5506646      -0.293681861       -0.03173012
135        -0.4161330       0.213825552       -0.20870249
136        -0.9803637      -0.948109526       -0.95971863
137        -0.9420112      -0.948074761       -0.96238969
138        -0.9818494      -0.959195236       -0.98392013
139        -0.5805974      -0.487166280       -0.39615400
140        -0.5774264      -0.568534125       -0.27459628
141        -0.4319191      -0.484673524       -0.49107724
